id,name,city,state,price_per_night,hotel_type,rating,latitude,longitude,budget_category,nearby_area,popularity_score,tags,image_url
H083,Agra Fort Residency - Agra Fort Area,Agra,Uttar Pradesh,3300,standard,4.3,27.1799,78.0215,moderate,Agra Fort Area,80,"wifi, ac, breakfast, room service, parking, monument access, heritage decor",https://upload.wikimedia.org/wikipedia/commons/7/7e/Agra_03-2016_10_Agra_Fort.jpg
H084,Mehtab Garden Stay - Mehtab Bagh Side,Agra,Uttar Pradesh,3900,boutique,4.4,27.1801,78.042,moderate,Mehtab Bagh Side,76,"wifi, cafe, room service, parking, local decor, monument access",https://upload.wikimedia.org/wikipedia/commons/8/8d/Mehtab_Bagh_facing_Taj_Mahal.JPG
H085,Fatehpur Circuit Hotel - Fatehpur Sikri Road,Agra,Uttar Pradesh,4600,standard,4.2,27.0949,77.6682,moderate,Fatehpur Sikri Road,71,"wifi, ac, breakfast, room service, parking, monument access",https://upload.wikimedia.org/wikipedia/commons/b/b5/Fatehput_Sikiri_Buland_Darwaza_gate_2010.jpg
H086,Kinari Bazaar Guest House - Kinari Bazaar,Agra,Uttar Pradesh,2500,budget,4,27.1841,78.015,low,Kinari Bazaar,68,"wifi, ac, breakfast, parking, monument access",https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Red_and_Blue.jpg/1920px-Red_and_Blue.jpg
H087,Sikandra Heritage Retreat - Sikandra,Agra,Uttar Pradesh,4100,boutique,4.3,27.221,77.9512,moderate,Sikandra,72,"wifi, cafe, room service, parking, local decor, monument access",https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Akbar%27s_Tomb_in_Sikandra_15.jpg/3840px-Akbar%27s_Tomb_in_Sikandra_15.jpg
H088,Taj Sunrise Premium Hotel - Taj East Gate,Agra,Uttar Pradesh,6100,premium,4.6,27.1757,78.0426,high,Taj East Gate,88,"wifi, pool, restaurant, room service, parking, monument access",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Fatehbad_Road_Metro_4.jpg/3840px-Fatehbad_Road_Metro_4.jpg
H089,Mughal Garden Resort - Taj Nature Walk Zone,Agra,Uttar Pradesh,5400,resort,4.5,27.1699,78.0484,high,Taj Nature Walk Zone,79,"pool, spa, bar, restaurant, garden, indoor games, monument access",https://upload.wikimedia.org/wikipedia/commons/1/1d/Taj_Mahal_%28Edited%29.jpeg
H090,Imperial Marble Palace - Taj Heritage Corridor,Agra,Uttar Pradesh,8900,luxury,4.7,27.176,78.0428,premium,Taj Heritage Corridor,91,"spa, pool, bar, restaurant, gym, room service, monument access, heritage decor",https://upload.wikimedia.org/wikipedia/commons/6/68/Taj_Mahal%2C_Agra%2C_India.jpg
H091,Jodhpur Central Stay - Mehrangarh Fort,Jodhpur,Rajasthan,2400,budget,4.1,26.2494,73.0348,low,Mehrangarh Fort,72,"wifi, ac, breakfast, parking, heritage decor",https://upload.wikimedia.org/wikipedia/commons/9/99/Mehrangarh_Fort_sanhita.jpg
H092,Jodhpur Heritage Inn - Jaswant Thada,Jodhpur,Rajasthan,4100,standard,4.3,26.2544,73.0298,moderate,Jaswant Thada,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Jaswant_Thada_Dawn.jpg/1280px-Jaswant_Thada_Dawn.jpg
H093,Jodhpur Grand Hotel - Umaid Bhawan Palace,Jodhpur,Rajasthan,6600,premium,4.5,26.2314,73.0368,high,Umaid Bhawan Palace,84,"wifi, pool, restaurant, room service, parking, heritage decor",https://upload.wikimedia.org/wikipedia/commons/9/9a/1996_-218-20A_Jodhpur_Hotel_Umaid_Bhawan_Palace_%282233393509%29.jpg
H094,Pushkar Central Stay - Brahma Temple,Pushkar,Rajasthan,2400,budget,4.1,26.5003,74.5616,low,Brahma Temple,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Brahma_Temple%2C_Pushkar.jpg/330px-Brahma_Temple%2C_Pushkar.jpg
H095,Pushkar Heritage Inn - Pushkar Lake,Pushkar,Rajasthan,4100,standard,4.3,26.5053,74.5566,moderate,Pushkar Lake,78,"wifi, ac, breakfast, room service, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/%28A%29_Camel_Pushkar_fair.jpg/960px-%28A%29_Camel_Pushkar_fair.jpg
H096,Pushkar Grand Hotel - Savitri Temple,Pushkar,Rajasthan,6600,premium,4.5,26.4823,74.5636,high,Savitri Temple,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Brahma_Temple%2C_Pushkar.jpg/330px-Brahma_Temple%2C_Pushkar.jpg
H097,Amritsar Central Stay - Golden Temple,Amritsar,Punjab,2400,budget,4.1,31.6445,74.8828,low,Golden Temple,72,"wifi, ac, breakfast, parking, city access",https://upload.wikimedia.org/wikipedia/commons/9/94/The_Golden_Temple_of_Amrithsar_7.jpg
H098,Amritsar Heritage Inn - Jallianwala Bagh,Amritsar,Punjab,4100,standard,4.3,31.6495,74.8778,moderate,Jallianwala Bagh,78,"wifi, ac, breakfast, room service, parking, city access",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Jallianwala_Bagh%2C_Amritsar_01.jpg/3840px-Jallianwala_Bagh%2C_Amritsar_01.jpg
H099,Amritsar Grand Hotel - Partition Museum,Amritsar,Punjab,6600,premium,4.5,31.6265,74.8848,high,Partition Museum,84,"wifi, pool, restaurant, room service, parking, city access",https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Partition_museum_logo.jpg/330px-Partition_museum_logo.jpg
H100,Mysuru Central Stay - Mysore Palace,Mysuru,Karnataka,2400,budget,4.1,12.3063,76.6499,low,Mysore Palace,72,"wifi, ac, breakfast, parking, heritage decor",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Mysore_Palace_Morning.jpg/3840px-Mysore_Palace_Morning.jpg
H101,Mysuru Heritage Inn - Chamundi Hills,Mysuru,Karnataka,4100,standard,4.3,12.3113,76.6449,moderate,Chamundi Hills,78,"wifi, ac, breakfast, room service, parking, heritage decor",https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/J.C.Nagar_Welcome_Board_to_Chamundi_Hills.jpg/1920px-J.C.Nagar_Welcome_Board_to_Chamundi_Hills.jpg
H102,Mysuru Grand Hotel - St. Philomena Cathedral,Mysuru,Karnataka,6600,premium,4.5,12.2883,76.6519,high,St. Philomena Cathedral,84,"wifi, pool, restaurant, room service, parking, heritage decor",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/India_-_St._Philomena%27s_Church_02.jpg/1920px-India_-_St._Philomena%27s_Church_02.jpg
H103,Shimla Central Stay - Mall Road Shimla,Shimla,Himachal Pradesh,2400,budget,4.1,31.1153,77.1839,low,Mall Road Shimla,72,"wifi, ac, breakfast, parking, hill views, mountain views",https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Landscape_of_Shimla_%2C_Himachal_Pradesh.jpg/3840px-Landscape_of_Shimla_%2C_Himachal_Pradesh.jpg
H104,Shimla Heritage Inn - The Ridge,Shimla,Himachal Pradesh,4100,standard,4.3,31.1203,77.1789,moderate,The Ridge,78,"wifi, ac, breakfast, room service, parking, hill views",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/The_Ridge_Shimla_5.jpg/1920px-The_Ridge_Shimla_5.jpg
H105,Shimla Grand Hotel - Jakhoo Temple,Shimla,Himachal Pradesh,6600,premium,4.5,31.0973,77.1859,high,Jakhoo Temple,84,"wifi, pool, restaurant, room service, parking, hill views",https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Landscape_of_Shimla_%2C_Himachal_Pradesh.jpg/3840px-Landscape_of_Shimla_%2C_Himachal_Pradesh.jpg
H106,Darjeeling Central Stay - Tiger Hill,Darjeeling,West Bengal,2400,budget,4.1,27.0515,88.2768,low,Tiger Hill,72,"wifi, ac, breakfast, parking, tea valley views",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Tiger_Hill_Darjeeling_West_Bengal_India_%283%29.JPG/1920px-Tiger_Hill_Darjeeling_West_Bengal_India_%283%29.JPG
H107,Darjeeling Heritage Inn - Batasia Loop,Darjeeling,West Bengal,4100,standard,4.3,27.0565,88.2718,moderate,Batasia Loop,78,"wifi, ac, breakfast, room service, parking, tea valley views",https://upload.wikimedia.org/wikipedia/commons/1/11/Batasia_Loop_War_Memorial_with_Kanchanjunga.jpg
H108,Darjeeling Grand Hotel - Peace Pagoda,Darjeeling,West Bengal,6600,premium,4.5,27.0335,88.2788,high,Peace Pagoda,84,"wifi, pool, restaurant, room service, parking, tea valley views",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Peace_Pagoda%2C_Darjeeling_-_Dec_2006-2.jpg/500px-Peace_Pagoda%2C_Darjeeling_-_Dec_2006-2.jpg
H109,Puducherry Central Stay - Promenade Beach,Puducherry,Puducherry,2400,budget,4.1,11.9521,79.8188,low,Promenade Beach,72,"wifi, ac, breakfast, parking, beach access",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Pondicherry-Rock_beach_aerial_view.jpg/3840px-Pondicherry-Rock_beach_aerial_view.jpg
H110,Puducherry Heritage Inn - Sri Aurobindo Ashram,Puducherry,Puducherry,4100,standard,4.3,11.9571,79.8138,moderate,Sri Aurobindo Ashram,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/The-Mothers-Symbol.png/120px-The-Mothers-Symbol.png
H111,Puducherry Grand Hotel - French Quarter,Puducherry,Puducherry,6600,premium,4.5,11.9341,79.8208,high,French Quarter,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Pondicherry-Rock_beach_aerial_view.jpg/3840px-Pondicherry-Rock_beach_aerial_view.jpg
H112,Hampi Central Stay - Virupaksha Temple,Hampi,Karnataka,2400,budget,4.1,15.3455,76.4705,low,Virupaksha Temple,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Complex_of_Virupaksha_Temple%2C_Hampi_%2804%29.jpg/3840px-Complex_of_Virupaksha_Temple%2C_Hampi_%2804%29.jpg
H113,Hampi Heritage Inn - Vittala Temple,Hampi,Karnataka,4100,standard,4.3,15.3505,76.4655,moderate,Vittala Temple,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/3840px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
H114,Hampi Grand Hotel - Hemakuta Hill,Hampi,Karnataka,6600,premium,4.5,15.3275,76.4725,high,Hemakuta Hill,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/3840px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
H115,Srinagar Central Stay - Dal Lake,Srinagar,Jammu and Kashmir,2400,budget,4.1,34.0942,74.8078,low,Dal Lake,72,"wifi, ac, breakfast, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Dal_Lake_Hazratbal_Srinagar.jpg/3840px-Dal_Lake_Hazratbal_Srinagar.jpg
H116,Srinagar Heritage Inn - Shalimar Bagh,Srinagar,Jammu and Kashmir,4100,standard,4.3,34.0992,74.8028,moderate,Shalimar Bagh,78,"wifi, ac, breakfast, room service, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/d/d6/Shalimar_Bagh_1.jpg
H117,Srinagar Grand Hotel - Nishat Bagh,Srinagar,Jammu and Kashmir,6600,premium,4.5,34.0762,74.8098,high,Nishat Bagh,84,"wifi, pool, restaurant, room service, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/9/94/Nishat_Bagh.JPG
H118,Jaisalmer Central Stay - Jaisalmer Fort,Jaisalmer,Rajasthan,2400,budget,4.1,26.9262,70.9188,low,Jaisalmer Fort,72,"wifi, ac, breakfast, parking, heritage decor",https://upload.wikimedia.org/wikipedia/commons/4/47/Jaisalmer_forteresse.jpg
H119,Jaisalmer Heritage Inn - Patwon Ki Haveli,Jaisalmer,Rajasthan,4100,standard,4.3,26.9312,70.9138,moderate,Patwon Ki Haveli,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/e/e6/Patwon_ki_haveli_18.jpg
H120,Jaisalmer Grand Hotel - Gadisar Lake,Jaisalmer,Rajasthan,6600,premium,4.5,26.9082,70.9208,high,Gadisar Lake,84,"wifi, pool, restaurant, room service, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Main_entrance_of_Gadisar_Lake.jpg/1920px-Main_entrance_of_Gadisar_Lake.jpg
H121,Leh Central Stay - Shanti Stupa,Leh,Ladakh,2400,budget,4.1,34.1631,77.5875,low,Shanti Stupa,72,"wifi, ac, breakfast, parking, mountain views",https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Leh%2C_Shanti_Stupa%2C_Ladakh%2C_India.jpg/1920px-Leh%2C_Shanti_Stupa%2C_Ladakh%2C_India.jpg
H122,Leh Heritage Inn - Leh Palace,Leh,Ladakh,4100,standard,4.3,34.1681,77.5825,moderate,Leh Palace,78,"wifi, ac, breakfast, room service, parking, mountain views, heritage decor",https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Leh_Palace_2011.jpg/3840px-Leh_Palace_2011.jpg
H123,Leh Grand Hotel - Magnetic Hill,Leh,Ladakh,6600,premium,4.5,34.1451,77.5895,high,Magnetic Hill,84,"wifi, pool, restaurant, room service, parking, mountain views",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Magnetic_Hill%2C_Leh.jpg/3840px-Magnetic_Hill%2C_Leh.jpg
H124,Chennai Central Stay - Marina Beach,Chennai,Tamil Nadu,2400,budget,4.1,13.0932,80.2812,low,Marina Beach,72,"wifi, ac, breakfast, parking, beach access",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Chennai_-_bird%27s-eye_view.jpg/3840px-Chennai_-_bird%27s-eye_view.jpg
H125,Chennai Heritage Inn - Kapaleeshwarar Temple,Chennai,Tamil Nadu,4100,standard,4.3,13.0982,80.2762,moderate,Kapaleeshwarar Temple,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Kapaleeswarar1.jpg/500px-Kapaleeswarar1.jpg
H126,Chennai Grand Hotel - Fort St. George,Chennai,Tamil Nadu,6600,premium,4.5,13.0752,80.2832,high,Fort St. George,84,"wifi, pool, restaurant, room service, parking, heritage decor",https://upload.wikimedia.org/wikipedia/commons/b/b0/Fort_St._George%2C_Chennai_2.jpg
H127,Bengaluru Central Stay - Lalbagh Botanical Garden,Bengaluru,Karnataka,2400,budget,4.1,12.9821,77.6051,low,Lalbagh Botanical Garden,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Glasshouse_and_fountain_at_lalbagh.jpg/1280px-Glasshouse_and_fountain_at_lalbagh.jpg
H128,Bengaluru Heritage Inn - Bangalore Palace,Bengaluru,Karnataka,4100,standard,4.3,12.9871,77.6001,moderate,Bangalore Palace,78,"wifi, ac, breakfast, room service, parking, heritage decor",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Bangalore_Mysore_Maharaja_Palace.jpg/1280px-Bangalore_Mysore_Maharaja_Palace.jpg
H129,Bengaluru Grand Hotel - Cubbon Park,Bengaluru,Karnataka,6600,premium,4.5,12.9641,77.6071,high,Cubbon Park,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/d/d5/Cubbon_Park_W.jpg
H130,Alappuzha Central Stay - Alappuzha Beach,Alappuzha,Kerala,2400,budget,4.1,9.5086,76.3493,low,Alappuzha Beach,72,"wifi, ac, breakfast, parking, beach access",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Alleppey_beach.jpg/3840px-Alleppey_beach.jpg
H131,Alappuzha Heritage Inn - Alleppey Backwaters,Alappuzha,Kerala,4100,standard,4.3,9.5136,76.3443,moderate,Alleppey Backwaters,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/e/e4/Alappuzha_Boat_Beauty_W.jpg
H132,Alappuzha Grand Hotel - Alappuzha Lighthouse,Alappuzha,Kerala,6600,premium,4.5,9.4906,76.3513,high,Alappuzha Lighthouse,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/e/e4/Alappuzha_Boat_Beauty_W.jpg
H133,Ahmedabad Central Stay - Sabarmati Ashram,Ahmedabad,Gujarat,2400,budget,4.1,23.033,72.5819,low,Sabarmati Ashram,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/GANDHI_ASHRAM_03.jpg/3840px-GANDHI_ASHRAM_03.jpg
H134,Ahmedabad Heritage Inn - Adalaj Stepwell,Ahmedabad,Gujarat,4100,standard,4.3,23.038,72.5769,moderate,Adalaj Stepwell,78,"wifi, ac, breakfast, room service, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Adalaj_ki_Vav_Gujarat_240A1370_72.jpg/1280px-Adalaj_ki_Vav_Gujarat_240A1370_72.jpg
H135,Ahmedabad Grand Hotel - Kankaria Lake,Ahmedabad,Gujarat,6600,premium,4.5,23.015,72.5839,high,Kankaria Lake,84,"wifi, pool, restaurant, room service, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/2/2a/Kankaria_Carnival_2_Ahmedabad.JPG
H136,Dwarka Central Stay - Dwarkadhish Temple,Dwarka,Gujarat,2400,budget,4.1,22.2547,68.979,low,Dwarkadhish Temple,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Dwarakadheesh_Temple%2C_2014.jpg/960px-Dwarakadheesh_Temple%2C_2014.jpg
H137,Dwarka Heritage Inn - Gomti Ghat,Dwarka,Gujarat,4100,standard,4.3,22.2597,68.974,moderate,Gomti Ghat,78,"wifi, ac, breakfast, room service, parking, river views",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Dwarakadheesh_Temple%2C_2014.jpg/960px-Dwarakadheesh_Temple%2C_2014.jpg
H138,Dwarka Grand Hotel - Rukmini Temple,Dwarka,Gujarat,6600,premium,4.5,22.2367,68.981,high,Rukmini Temple,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/b/b6/Rukmini_temple.JPG
H139,Somnath Central Stay - Somnath Temple,Somnath,Gujarat,2400,budget,4.1,20.8985,70.4117,low,Somnath Temple,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/1/10/Somanath_mandir_%28cropped%29.jpg
H140,Somnath Heritage Inn - Triveni Sangam,Somnath,Gujarat,4100,standard,4.3,20.9035,70.4067,moderate,Triveni Sangam,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/0/09/NorthIndiaCircuit_250.jpg
H141,Somnath Grand Hotel - Bhalka Tirth,Somnath,Gujarat,6600,premium,4.5,20.8805,70.4137,high,Bhalka Tirth,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/7/72/BHALKA-06.jpg
H142,Madurai Central Stay - Meenakshi Amman Temple,Madurai,Tamil Nadu,2400,budget,4.1,9.9357,78.1303,low,Meenakshi Amman Temple,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/e/e9/An_aerial_view_of_Madurai_city_from_atop_of_Meenakshi_Amman_temple.jpg
H143,Madurai Heritage Inn - Thirumalai Nayakkar Palace,Madurai,Tamil Nadu,4100,standard,4.3,9.9407,78.1253,moderate,Thirumalai Nayakkar Palace,78,"wifi, ac, breakfast, room service, parking, heritage decor",https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Madurai_Nayak_Palace_Collage.jpg/330px-Madurai_Nayak_Palace_Collage.jpg
H144,Madurai Grand Hotel - Gandhi Memorial Museum,Madurai,Tamil Nadu,6600,premium,4.5,9.9177,78.1323,high,Gandhi Memorial Museum,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Gandhi_Memorial_Museum.jpg/1280px-Gandhi_Memorial_Museum.jpg
H145,Ooty Central Stay - Ooty Lake,Ooty,Tamil Nadu,2400,budget,4.1,11.4169,76.7037,low,Ooty Lake,72,"wifi, ac, breakfast, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/c/c8/Ooty_Lake_in_Tamil_Nadu_04.jpg
H146,Ooty Heritage Inn - Botanical Garden Ooty,Ooty,Tamil Nadu,4100,standard,4.3,11.4219,76.6987,moderate,Botanical Garden Ooty,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/c/c1/Botanical_Gardens_-_Ootacamund_%28Ooty%29_-_India_03.JPG
H147,Ooty Grand Hotel - Doddabetta Peak,Ooty,Tamil Nadu,6600,premium,4.5,11.3989,76.7057,high,Doddabetta Peak,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/e/e6/Doddabettateles.jpg
H148,Kodaikanal Central Stay - Kodaikanal Lake,Kodaikanal,Tamil Nadu,2400,budget,4.1,10.2486,77.4997,low,Kodaikanal Lake,72,"wifi, ac, breakfast, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/d/da/Boating_in_Kodaikanal_Lake_with_Mist.jpg
H149,Kodaikanal Heritage Inn - Coakers Walk,Kodaikanal,Tamil Nadu,4100,standard,4.3,10.2536,77.4947,moderate,Coakers Walk,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/d/da/Boating_in_Kodaikanal_Lake_with_Mist.jpg
H150,Kodaikanal Grand Hotel - Bryant Park,Kodaikanal,Tamil Nadu,6600,premium,4.5,10.2306,77.5017,high,Bryant Park,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/c/c4/Kodaikanal_lake.jpg
H151,Hyderabad Central Stay - Charminar,Hyderabad,Telangana,2400,budget,4.1,17.3955,78.4972,low,Charminar,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/7/71/Charminar_Hyderabad_1.jpg
H152,Hyderabad Heritage Inn - Golconda Fort,Hyderabad,Telangana,4100,standard,4.3,17.4005,78.4922,moderate,Golconda Fort,78,"wifi, ac, breakfast, room service, parking, heritage decor",https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Golconda_Fort_005.jpg/3840px-Golconda_Fort_005.jpg
H153,Hyderabad Grand Hotel - Hussain Sagar,Hyderabad,Telangana,6600,premium,4.5,17.3775,78.4992,high,Hussain Sagar,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HussainSagar_Moon_Rise.jpg/3840px-HussainSagar_Moon_Rise.jpg
H154,Aurangabad Central Stay - Ajanta Caves,Aurangabad,Maharashtra,2400,budget,4.1,19.8867,75.3538,low,Ajanta Caves,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/8/87/Kailasha_temple_at_ellora.JPG
H155,Aurangabad Heritage Inn - Ellora Caves,Aurangabad,Maharashtra,4100,standard,4.3,19.8917,75.3488,moderate,Ellora Caves,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/8/87/Kailasha_temple_at_ellora.JPG
H156,Aurangabad Grand Hotel - Bibi Ka Maqbara,Aurangabad,Maharashtra,6600,premium,4.5,19.8687,75.3558,high,Bibi Ka Maqbara,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/7/78/The_Tomb_of_Dilras_Banu_Begum.jpg
H157,Nashik Central Stay - Trimbakeshwar Temple,Nashik,Maharashtra,2400,budget,4.1,20.008,73.8003,low,Trimbakeshwar Temple,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Trimbakeshwar_Temple-Nashik-Maharashtra-1.jpg/3840px-Trimbakeshwar_Temple-Nashik-Maharashtra-1.jpg
H158,Nashik Heritage Inn - Sula Vineyards,Nashik,Maharashtra,4100,standard,4.3,20.013,73.7953,moderate,Sula Vineyards,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Sula-Logo.jpg/1920px-Sula-Logo.jpg
H159,Nashik Grand Hotel - Panchavati,Nashik,Maharashtra,6600,premium,4.5,19.99,73.8023,high,Panchavati,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/NashikViewfromPandavLeni.jpg/960px-NashikViewfromPandavLeni.jpg
H160,Bhopal Central Stay - Upper Lake,Bhopal,Madhya Pradesh,2400,budget,4.1,23.2704,77.4231,low,Upper Lake,72,"wifi, ac, breakfast, parking, lake views",https://upload.wikimedia.org/wikipedia/commons/c/ca/Upper_Lake%2C_Bhopal%2C_M.P.jpg
H161,Bhopal Heritage Inn - Van Vihar,Bhopal,Madhya Pradesh,4100,standard,4.3,23.2754,77.4181,moderate,Van Vihar,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/a/aa/Alligator_at_Van_Vihar_National_Park.jpg
H162,Bhopal Grand Hotel - Taj-ul-Masajid,Bhopal,Madhya Pradesh,6600,premium,4.5,23.2524,77.4251,high,Taj-ul-Masajid,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/2/24/Taj-ul-Masjid%2C_Bhopal%2C_India.jpg
H163,Khajuraho Central Stay - Western Group of Temples,Khajuraho,Madhya Pradesh,2400,budget,4.1,24.8423,79.9304,low,Western Group of Temples,72,"wifi, ac, breakfast, parking",https://upload.wikimedia.org/wikipedia/commons/e/e7/1_Khajuraho.jpg
H164,Khajuraho Heritage Inn - Eastern Group of Temples,Khajuraho,Madhya Pradesh,4100,standard,4.3,24.8473,79.9254,moderate,Eastern Group of Temples,78,"wifi, ac, breakfast, room service, parking",https://upload.wikimedia.org/wikipedia/commons/e/e7/1_Khajuraho.jpg
H165,Khajuraho Grand Hotel - Southern Group of Temples,Khajuraho,Madhya Pradesh,6600,premium,4.5,24.8243,79.9324,high,Southern Group of Temples,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/e/e7/1_Khajuraho.jpg
H166,Gwalior Central Stay - Gwalior Fort,Gwalior,Madhya Pradesh,2400,budget,4.1,26.2288,78.1933,low,Gwalior Fort,72,"wifi, ac, breakfast, parking, heritage decor",https://upload.wikimedia.org/wikipedia/commons/1/15/Gwalior_Fort_front.jpg
H167,Gwalior Heritage Inn - Jai Vilas Palace,Gwalior,Madhya Pradesh,4100,standard,4.3,26.2338,78.1883,moderate,Jai Vilas Palace,78,"wifi, ac, breakfast, room service, parking, heritage decor",https://upload.wikimedia.org/wikipedia/commons/0/08/Jai_Vilas_Palace_%28_Scindia_Palace%29.jpg
H168,Gwalior Grand Hotel - Sun Temple Gwalior,Gwalior,Madhya Pradesh,6600,premium,4.5,26.2108,78.1953,high,Sun Temple Gwalior,84,"wifi, pool, restaurant, room service, parking",https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Gwalior_Fort_front.jpg/3840px-Gwalior_Fort_front.jpg
