id,name,city,state,category,tags,price,duration_hours,rating,latitude,longitude,linked_place_id,near_place_name,popularity_score,image_url
A078,Tulsi Manas Temple Visit,Varanasi,Uttar Pradesh,cultural,"temple,spiritual,quiet,heritage",0,1,4.4,25.2958,82.9967,P078,Tulsi Manas Temple,69,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Varanasi%2C_India%2C_Ghats%2C_Cremation_ceremony_in_progress.jpg/330px-Varanasi%2C_India%2C_Ghats%2C_Cremation_ceremony_in_progress.jpg
A079,Varanasi Silk Shopping Trail,Varanasi,Uttar Pradesh,shopping,"silk,shopping,market,local",0,2,4.3,25.3174,82.9892,P079,Chunar Sandstone Lane Market,71,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Varanasi%2C_India%2C_Ghats%2C_Cremation_ceremony_in_progress.jpg/330px-Varanasi%2C_India%2C_Ghats%2C_Cremation_ceremony_in_progress.jpg
A080,Raj Ghat Sunrise Photo Stop,Varanasi,Uttar Pradesh,sightseeing,"sunrise,river-view,photography,quiet",0,1,4.2,25.3242,83.0152,P080,Raj Ghat Bridge Viewpoint,63,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Varanasi%2C_India%2C_Ghats%2C_Cremation_ceremony_in_progress.jpg/330px-Varanasi%2C_India%2C_Ghats%2C_Cremation_ceremony_in_progress.jpg
A081,Fort Kochi Sunset Walk,Kochi,Kerala,sightseeing,"beach,walks,sunset,fort-kochi",0,1.5,4.3,9.9669,76.2385,P081,Fort Kochi Beach,78,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Muzhappilangad_Drive-in_Beach_2.jpg/330px-Muzhappilangad_Drive-in_Beach_2.jpg
A082,Chinese Nets Photo Experience,Kochi,Kerala,sightseeing,"photography,coastal,iconic,harbour",0,1,4.4,9.9664,76.2405,P082,Chinese Fishing Nets,82,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Tonga_Volcano_Eruption_2022-01-15_0320Z_to_0610Z_Himawari-8_visible.gif/330px-Tonga_Volcano_Eruption_2022-01-15_0320Z_to_0610Z_Himawari-8_visible.gif
A083,Mattancherry Palace History Tour,Kochi,Kerala,cultural,"palace,museum,history,heritage",0,1.5,4.3,9.9585,76.2597,P083,Mattancherry Palace,74,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Boathouse_%287063399547%29.jpg/330px-Boathouse_%287063399547%29.jpg
A084,Paradesi Synagogue Heritage Stop,Kochi,Kerala,cultural,"synagogue,heritage,jew-town,history",10,1,4.4,9.9577,76.2600,P084,Paradesi Synagogue,73,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Koonan_Kurishu_Palli_Kochi_Kerala_.jpg/330px-Koonan_Kurishu_Palli_Kochi_Kerala_.jpg
A085,Jew Town Antique Shopping,Kochi,Kerala,shopping,"antiques,shopping,market,heritage",0,2,4.4,9.9572,76.2592,P085,Jew Town,77,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Kochi_Skyline.jpg/330px-Kochi_Skyline.jpg
A086,Marine Drive Evening Cruise,Kochi,Kerala,entertainment,"cruise,waterfront,sunset,city",900,1.5,4.5,9.9818,76.2752,P086,Marine Drive Kochi,84,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Kochi_Skyline.jpg/330px-Kochi_Skyline.jpg
A087,St. Francis Church Visit,Kochi,Kerala,cultural,"church,history,colonial,fort-kochi",0,1,4.2,9.9650,76.2424,P087,St. Francis Church,68,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/St_Francis_Church_Fort_Kochi_DSC_1048.JPG/330px-St_Francis_Church_Fort_Kochi_DSC_1048.JPG
A088,Folklore Museum Cultural Tour,Kochi,Kerala,cultural,"museum,folk-art,heritage,learning",200,2,4.5,9.9318,76.2983,P088,Kerala Folklore Museum,76,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Boathouse_%287063399547%29.jpg/330px-Boathouse_%287063399547%29.jpg
A089,Cherai Beach Relaxed Day,Kochi,Kerala,sightseeing,"beach,relaxed,family,day-trip",0,3,4.4,10.1430,76.1783,P089,Cherai Beach,75,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Kochi_Skyline.jpg/330px-Kochi_Skyline.jpg
A090,Hill Palace Museum Walk,Kochi,Kerala,cultural,"museum,palace,history,artifacts",30,2,4.4,9.9450,76.3558,P090,Hill Palace Museum,70,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Mattancherry_Palace_DSC_0899.JPG/330px-Mattancherry_Palace_DSC_0899.JPG
A091,Taj Mahal Sunrise Tour,Agra,Uttar Pradesh,sightseeing,"sunrise,monument,photography,iconic",50,3,4.9,27.1753,78.0423,P091,Taj Mahal,99,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Eid_al_fitr_photo.jpg/330px-Eid_al_fitr_photo.jpg
A092,Agra Fort Guided Walk,Agra,Uttar Pradesh,cultural,"fort,history,guide,unesco",300,2.5,4.7,27.1797,78.0213,P092,Agra Fort,90,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Taj_Mahal%2C_Agra%2C_India.jpg/330px-Taj_Mahal%2C_Agra%2C_India.jpg
A093,Mehtab Bagh Sunset View,Agra,Uttar Pradesh,sightseeing,"garden,sunset,taj-view,photography",25,1.5,4.5,27.1799,78.0418,P093,Mehtab Bagh,81,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Taj_Mahal_%28Edited%29.jpeg/330px-Taj_Mahal_%28Edited%29.jpeg
A094,Fatehpur Sikri Day Excursion,Agra,Uttar Pradesh,cultural,"unesco,day-trip,history,architecture",900,4,4.6,27.0947,77.6680,P094,Fatehpur Sikri,86,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/India-locator-map-blank.svg/330px-India-locator-map-blank.svg.png
A095,Itmad-ud-Daulah Photo Walk,Agra,Uttar Pradesh,sightseeing,"tomb,photography,marble,heritage",30,1.5,4.4,27.1928,78.0317,P095,Itmad-ud-Daulah Tomb,76,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Taj_Mahal%2C_Agra%2C_India.jpg/330px-Taj_Mahal%2C_Agra%2C_India.jpg
A096,Kinari Bazaar Shopping Trail,Agra,Uttar Pradesh,shopping,"market,shopping,leather,marble-inlay",0,1.5,4.2,27.1839,78.0148,P096,Kinari Bazaar,67,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Taj_Mahal%2C_Agra%2C_India.jpg/330px-Taj_Mahal%2C_Agra%2C_India.jpg
A097,Akbar's Tomb Heritage Visit,Agra,Uttar Pradesh,cultural,"tomb,history,gardens,architecture",30,2,4.3,27.2208,77.9510,P097,Akbar's Tomb Sikandra,71,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Akbar%27s_Tomb_in_Sikandra_15.jpg/330px-Akbar%27s_Tomb_in_Sikandra_15.jpg
A098,Jama Masjid Old City Stop,Agra,Uttar Pradesh,cultural,"mosque,old-city,heritage,spiritual",0,1,4.3,27.1831,78.0152,P098,Jama Masjid Agra,64,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Taj_Mahal%2C_Agra%2C_India.jpg/330px-Taj_Mahal%2C_Agra%2C_India.jpg
A099,Taj Nature Walk Birding Trail,Agra,Uttar Pradesh,wellness,"nature,walks,birding,quiet",50,1.5,4.2,27.1697,78.0482,P099,Taj Nature Walk,61,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Tokyo_Shibuya_Scramble_Crossing_2018-10-09.jpg/330px-Tokyo_Shibuya_Scramble_Crossing_2018-10-09.jpg
A100,Anguri Bagh Garden Stroll,Agra,Uttar Pradesh,sightseeing,"garden,fort,quiet,heritage",0,1,4.1,27.1792,78.0219,P100,Anguri Bagh,58,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Taj_Mahal%2C_Agra%2C_India.jpg/330px-Taj_Mahal%2C_Agra%2C_India.jpg
A101,Vadodara Food Walk,Vadodara,Gujarat,food,"food,street,local",900.0,2.0,4.2,22.3080,73.1820,P321,Vadodara Heritage Quarter,75,https://upload.wikimedia.org/wikipedia/en/e/ee/Inorbit_Mall_Logo.gif
A102,Vadodara Guided City Tour,Vadodara,Gujarat,sightseeing,"culture,city-tour,local",1200.0,3.0,4.3,22.3090,73.1830,P322,Vadodara Central Market,80,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Jamaat_alaviyah.png/330px-Jamaat_alaviyah.png
A103,Vadodara Evening Market Stroll,Vadodara,Gujarat,shopping,"market,shopping,evening",0.0,1.5,4.5,22.3100,73.1840,P323,Vadodara City Lakefront,85,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Sabarmati_riverside.jpg/330px-Sabarmati_riverside.jpg
A104,Vadodara Cultural Performance,Vadodara,Gujarat,cultural,"culture,music,evening",1500.0,2.5,4.6,22.3110,73.1850,P324,Vadodara Museum of Local Culture,90,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/LakshmiVilas_Palace.jpg/330px-LakshmiVilas_Palace.jpg
