id,name,city,state,category,tags,rating,price_estimate,duration_hours,latitude,longitude,popularity_score,best_time,family_friendly,foreign_tourist_friendly,description,image_url
P071,Kashi Vishwanath Temple,Varanasi,Uttar Pradesh,temple,"temple,spiritual,heritage,pilgrimage",4.8,0,1.5,25.3109,83.0107,98,winter,true,true,"Popular sacred temple in Varanasi with spiritual atmosphere, heritage appeal, and pilgrimage value.",https://upload.wikimedia.org/wikipedia/commons/7/74/Mumbai_03-2016_27_skyline_at_Marine_Drive.jpg
P072,Dashashwamedh Ghat,Varanasi,Uttar Pradesh,heritage,"ghat,aarti,spiritual,ganges",4.8,0,2,25.3064,83.0108,97,winter,true,true,"Popular heritage landmark in Varanasi with ghat atmosphere, aarti, and spiritual atmosphere.",https://upload.wikimedia.org/wikipedia/commons/3/3a/Mumbai_03-2016_30_Gateway_of_India.jpg
P073,Assi Ghat,Varanasi,Uttar Pradesh,heritage,"ghat,boat-ride,sunrise,culture",4.7,0,2,25.2870,83.0053,90,winter,true,true,"Popular heritage landmark in Varanasi with ghat atmosphere, boat ride, and sunrise views.",https://upload.wikimedia.org/wikipedia/commons/4/4d/Chhatrapati_shivaji_terminus%2C_esterno_01.jpg
P074,Sarnath,Varanasi,Uttar Pradesh,heritage,"buddhist,history,day-trip,peaceful",4.7,50,3,25.3811,83.0217,88,winter,true,true,"Popular heritage landmark in Varanasi with buddhist, rich history, and day trip.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Elephanta_Caves_Trimurti.jpg/1920px-Elephanta_Caves_Trimurti.jpg
P075,Ramnagar Fort,Varanasi,Uttar Pradesh,fort,"fort,heritage,museum,ganges",4.2,50,2,25.2707,83.0230,72,winter,true,true,"Popular historic fort in Varanasi with fort architecture, heritage appeal, and local history.",https://upload.wikimedia.org/wikipedia/commons/b/bf/Juhu_beach_%28Arial%29.jpg
P076,Manikarnika Ghat,Varanasi,Uttar Pradesh,heritage,"ghat,spiritual,rituals,history",4.4,0,1,25.3117,83.0095,83,winter,false,true,"Popular heritage landmark in Varanasi with ghat atmosphere, spiritual atmosphere, and rituals.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Shree_Siddhivinayak_Temple_Mumbai.jpg/1920px-Shree_Siddhivinayak_Temple_Mumbai.jpg
P077,Banaras Hindu University,Varanasi,Uttar Pradesh,heritage,"campus,temple,architecture,culture",4.6,0,1.5,25.2677,82.9913,75,winter,true,true,"Popular heritage landmark in Varanasi with campus, spiritual atmosphere, and striking architecture.",https://upload.wikimedia.org/wikipedia/commons/c/ca/Mumbai_03-2016_12_Haji_Ali_Dargah.jpg
P078,Tulsi Manas Temple,Varanasi,Uttar Pradesh,temple,"temple,spiritual,calm,heritage",4.5,0,1,25.2956,82.9965,74,winter,true,true,"Popular sacred temple in Varanasi with spiritual atmosphere, calm, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/5/5d/Bandra%E2%80%93Worli_Sea_Link.jpg
P079,Chunar Sandstone Lane Market,Varanasi,Uttar Pradesh,market,"silk,shopping,local,market",4.3,0,1.5,25.3172,82.9890,70,winter,true,true,"Popular local market in Varanasi with silk, shopping, and local.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Varanasi%2C_India%2C_Ghats%2C_Cremation_ceremony_in_progress.jpg/1920px-Varanasi%2C_India%2C_Ghats%2C_Cremation_ceremony_in_progress.jpg
P080,Raj Ghat Bridge Viewpoint,Varanasi,Uttar Pradesh,viewpoint,"river-view,sunrise,photography,quiet",4.4,0,1,25.3240,83.0150,68,winter,true,true,"Popular scenic viewpoint in Varanasi with river view, sunrise views, and photo spots.",https://upload.wikimedia.org/wikipedia/en/1/17/Sanjay_Gandhi_National_Park_logo.png
P081,Fort Kochi Beach,Kochi,Kerala,beach,"beach,sunset,coastal,fort-kochi",4.3,0,1.5,9.9667,76.2383,82,winter,true,true,"Popular beach escape in Kochi with beachfront scenery, sunset views, and coastal charm.",https://upload.wikimedia.org/wikipedia/commons/c/c2/Assi_Ghat_Varanasi_morning_Aarti.jpg
P082,Chinese Fishing Nets,Kochi,Kerala,heritage,"heritage,photography,coastal,iconic",4.4,0,1,9.9662,76.2403,86,winter,true,true,"Popular heritage landmark in Kochi with heritage appeal, photo spots, and coastal charm.",https://upload.wikimedia.org/wikipedia/commons/a/ad/Dasaswamedh_ghat-varanasi_india-andres_larin.jpg
P083,Mattancherry Palace,Kochi,Kerala,palace,"palace,museum,heritage,history",4.3,0,1.5,9.9583,76.2595,78,winter,true,true,"Popular royal palace in Kochi with royal architecture, local history, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/f/ff/Kashi_Vishwanath.jpg
P084,Paradesi Synagogue,Kochi,Kerala,heritage,"synagogue,heritage,jew-town,culture",4.4,10,1,9.9575,76.2598,76,winter,true,true,"Popular heritage landmark in Kochi with synagogue, heritage appeal, and jew town.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Ancient_Buddhist_monasteries_near_Dhamekh_Stupa_Monument_Site%2C_Sarnath.jpg/1280px-Ancient_Buddhist_monasteries_near_Dhamekh_Stupa_Monument_Site%2C_Sarnath.jpg
P085,Jew Town,Kochi,Kerala,market,"market,antiques,shopping,heritage",4.4,0,2,9.9570,76.2590,80,winter,true,true,"Popular local market in Kochi with local shopping, antiques, and shopping.",https://upload.wikimedia.org/wikipedia/commons/8/89/Entrance_area_of_Ramnagar_Fort.jpg
P086,Marine Drive Kochi,Kochi,Kerala,heritage,"waterfront,walks,sunset,cityscape",4.5,0,1.5,9.9816,76.2750,84,winter,true,true,"Popular heritage landmark in Kochi with waterfront, walks, and sunset views.",https://upload.wikimedia.org/wikipedia/commons/9/95/Manikarnika_Ghat%2C_Varanasi%2C_Uttar_Pradesh%2C_India_%282011%29_5.jpg
P087,St. Francis Church,Kochi,Kerala,heritage,"church,history,fort-kochi,colonial",4.3,0,1,9.9648,76.2422,74,winter,true,true,"Popular heritage landmark in Kochi with church, rich history, and fort kochi.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Manas_Mandir.jpg/3840px-Manas_Mandir.jpg
P088,Kerala Folklore Museum,Kochi,Kerala,museum,"museum,culture,art,heritage",4.5,100,2,9.9316,76.2981,77,winter,true,true,"Popular cultural museum in Kochi with local history, cultural experiences, and ART.",https://upload.wikimedia.org/wikipedia/en/c/ca/Banaras_Hindu_University_Emblem_Seal_Transparent.png
P089,Cherai Beach,Kochi,Kerala,beach,"beach,relaxed,family,day-trip",4.4,0,3,10.1428,76.1781,79,winter,true,true,"Popular beach escape in Kochi with beachfront scenery, relaxed, and family outings.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Durga_Temple_gate.JPG/960px-Durga_Temple_gate.JPG
P090,Hill Palace Museum,Kochi,Kerala,museum,"museum,palace,history,artifacts",4.4,30,2,9.9448,76.3556,73,winter,true,true,"Popular cultural museum in Kochi with local history, royal architecture, and rich history.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Bharat_Kala_Bhavan_Museum%2C_Banaras_Hindu_University%2C_Varanasi.jpg/1920px-Bharat_Kala_Bhavan_Museum%2C_Banaras_Hindu_University%2C_Varanasi.jpg
P091,Taj Mahal,Agra,Uttar Pradesh,heritage,"unesco,monument,iconic,marble",4.8,50,3,27.1751,78.0421,100,winter,true,true,"Popular heritage landmark in Agra with UNESCO heritage value, monumental design, and iconic city identity.",https://upload.wikimedia.org/wikipedia/commons/6/6e/Kochi%2C_Fishing_nets_at_sunset%2C_Kerala%2C_India.jpg
P092,Agra Fort,Agra,Uttar Pradesh,fort,"fort,unesco,history,heritage",4.7,50,2.5,27.1795,78.0211,94,winter,true,true,"Popular historic fort in Agra with fort architecture, UNESCO heritage value, and rich history.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Mattancherry_Palace_DSC_0899.JPG/3840px-Mattancherry_Palace_DSC_0899.JPG
P093,Mehtab Bagh,Agra,Uttar Pradesh,nature,"garden,taj-view,sunset,photography",4.5,25,1.5,27.1797,78.0416,84,winter,true,true,"Popular nature retreat in Agra with green spaces, taj view, and sunset views.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Chinese_Fishing_Net_Raising_Birds_Sunrise_Ashtamudi_Kollam_Mar22_A7C_01784.jpg/3840px-Chinese_Fishing_Net_Raising_Birds_Sunrise_Ashtamudi_Kollam_Mar22_A7C_01784.jpg
P094,Fatehpur Sikri,Agra,Uttar Pradesh,heritage,"unesco,day-trip,architecture,history",4.6,50,3,27.0945,77.6678,88,winter,true,true,"Popular heritage landmark in Agra with UNESCO heritage value, day trip, and striking architecture.",https://upload.wikimedia.org/wikipedia/commons/6/68/Taj_Mahal%2C_Agra%2C_India.jpg
P095,Itmad-ud-Daulah Tomb,Agra,Uttar Pradesh,heritage,"tomb,marble,heritage,photography",4.5,30,1.5,27.1926,78.0315,80,winter,true,true,"Popular heritage landmark in Agra with tomb, marble, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/St_Francis_Church_Fort_Kochi_DSC_1048.JPG/3840px-St_Francis_Church_Fort_Kochi_DSC_1048.JPG
P096,Kinari Bazaar,Agra,Uttar Pradesh,market,"market,shopping,local,street",4.3,0,1.5,27.1837,78.0146,72,winter,true,true,"Popular local market in Agra with local shopping, shopping, and local.",https://upload.wikimedia.org/wikipedia/commons/2/24/Santa_Cruz_Basilica_-_200_MP_03.jpg
P097,Akbar's Tomb Sikandra,Agra,Uttar Pradesh,heritage,"tomb,gardens,history,architecture",4.4,30,2,27.2206,77.9508,76,winter,true,true,"Popular heritage landmark in Agra with tomb, gardens, and rich history.",https://upload.wikimedia.org/wikipedia/commons/6/68/Taj_Mahal%2C_Agra%2C_India.jpg
P098,Jama Masjid Agra,Agra,Uttar Pradesh,temple,"mosque,heritage,old-city,spiritual",4.4,0,1,27.1829,78.0150,69,winter,true,true,"Popular sacred temple in Agra with mosque, heritage appeal, and old-city charm.",https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Hill_Palace_Cochin_%2824176740822%29.jpg/3840px-Hill_Palace_Cochin_%2824176740822%29.jpg
P099,Taj Nature Walk,Agra,Uttar Pradesh,nature,"walks,greenery,taj-view,birding",4.3,50,1.5,27.1695,78.0480,67,winter,true,true,"Popular nature retreat in Agra with walks, greenery, and taj view.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Musical-walkway.jpg/1280px-Musical-walkway.jpg
P100,Anguri Bagh,Agra,Uttar Pradesh,nature,"garden,fort,heritage,quiet",4.2,0,1,27.1790,78.0217,64,winter,true,true,"Popular nature retreat in Agra with green spaces, fort architecture, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/6/68/Taj_Mahal%2C_Agra%2C_India.jpg
P101,Mehrangarh Fort,Jodhpur,Rajasthan,fort,"fort,heritage,viewpoint,history",4.8,200,3,26.2489,73.0343,95,winter,true,true,"Popular historic fort in Jodhpur with fort architecture, heritage appeal, and panoramic views.",https://upload.wikimedia.org/wikipedia/commons/9/99/Mehrangarh_Fort_sanhita.jpg
P102,Jaswant Thada,Jodhpur,Rajasthan,heritage,"marble,heritage,quiet,photography",4.6,50,1.5,26.2539,73.0293,84,winter,true,true,"Popular heritage landmark in Jodhpur with marble, heritage appeal, and quiet.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Jaswant_Thada_Dawn.jpg/1280px-Jaswant_Thada_Dawn.jpg
P103,Umaid Bhawan Palace,Jodhpur,Rajasthan,palace,"palace,royal,heritage,museum",4.7,100,2.5,26.2309,73.0363,90,winter,true,true,"Popular royal palace in Jodhpur with royal architecture, royal, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/9/9a/1996_-218-20A_Jodhpur_Hotel_Umaid_Bhawan_Palace_%282233393509%29.jpg
P104,Clock Tower Market,Jodhpur,Rajasthan,market,"market,shopping,spices,old-city",4.4,0,2,26.2449,73.0153,78,winter,true,true,"Popular local market in Jodhpur with local shopping, shopping, and spices.",https://upload.wikimedia.org/wikipedia/commons/9/99/Mehrangarh_Fort_sanhita.jpg
P105,Mandore Garden,Jodhpur,Rajasthan,nature,"garden,heritage,relaxed,family",4.3,0,1.5,26.2269,73.0183,72,winter,true,true,"Popular nature retreat in Jodhpur with green spaces, heritage appeal, and relaxed.",https://upload.wikimedia.org/wikipedia/commons/9/99/Mehrangarh_Fort_sanhita.jpg
P106,Brahma Temple,Pushkar,Rajasthan,temple,"temple,spiritual,heritage,pilgrimage",4.7,0,1.5,26.4998,74.5611,92,winter,true,true,"Popular sacred temple in Pushkar with spiritual atmosphere, heritage appeal, and pilgrimage value.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Mehrangarh_RaoJodhaDNP_DSC0158.jpg/3840px-Mehrangarh_RaoJodhaDNP_DSC0158.jpg
P107,Pushkar Lake,Pushkar,Rajasthan,lake,"lake,ghat,spiritual,heritage",4.6,0,1.5,26.5048,74.5561,88,winter,true,true,"Popular lakeside attraction in Pushkar with lake views, ghat atmosphere, and spiritual atmosphere.",https://upload.wikimedia.org/wikipedia/commons/d/d0/Pushkar.jpg
P108,Savitri Temple,Pushkar,Rajasthan,viewpoint,"ropeway,viewpoint,sunset,hills",4.5,150,2,26.4818,74.5631,80,winter,true,true,"Popular scenic viewpoint in Pushkar with ropeway, panoramic views, and sunset views.",https://upload.wikimedia.org/wikipedia/commons/d/d0/Pushkar.jpg
P109,Pushkar Bazaar,Pushkar,Rajasthan,market,"market,shopping,street,local",4.4,0,2,26.4958,74.5421,76,winter,true,true,"Popular local market in Pushkar with local shopping, shopping, and street.",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Kaylana.JPG/3840px-Kaylana.JPG
P110,Rangji Temple,Pushkar,Rajasthan,temple,"temple,heritage,architecture,spiritual",4.4,0,1,26.4778,74.5451,70,winter,true,true,"Popular sacred temple in Pushkar with spiritual atmosphere, heritage appeal, and striking architecture.",https://upload.wikimedia.org/wikipedia/commons/d/d0/Pushkar.jpg
P111,Golden Temple,Amritsar,Punjab,temple,"temple,spiritual,iconic,pilgrimage",4.9,0,2.5,31.6440,74.8823,99,winter,true,true,"Popular sacred temple in Amritsar with spiritual atmosphere, iconic city identity, and pilgrimage value.",https://upload.wikimedia.org/wikipedia/commons/2/28/The_Boat_and_The_Lake.jpg
P112,Jallianwala Bagh,Amritsar,Punjab,heritage,"history,memorial,heritage,freedom",4.7,0,1.5,31.6490,74.8773,90,winter,true,true,"Popular heritage landmark in Amritsar with rich history, memorial, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Golden_Temple_Amritsar_Gurudwara_%28cropped%29.jpg/1920px-Golden_Temple_Amritsar_Gurudwara_%28cropped%29.jpg
P113,Partition Museum,Amritsar,Punjab,museum,"museum,history,culture,learning",4.6,25,2,31.6260,74.8843,84,winter,true,true,"Popular cultural museum in Amritsar with local history, rich history, and cultural experiences.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Golden_Temple_Amritsar_Gurudwara_%28cropped%29.jpg/1920px-Golden_Temple_Amritsar_Gurudwara_%28cropped%29.jpg
P114,Wagah Border Ceremony,Amritsar,Punjab,viewpoint,"ceremony,border,patriotic,evening",4.7,0,3,31.6400,74.8633,92,winter,true,true,"Popular scenic viewpoint in Amritsar with ceremony, border, and patriotic.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Golden_Temple_Amritsar_Gurudwara_%28cropped%29.jpg/1920px-Golden_Temple_Amritsar_Gurudwara_%28cropped%29.jpg
P115,Durgiana Temple,Amritsar,Punjab,temple,"temple,spiritual,heritage,calm",4.4,0,1.5,31.6220,74.8663,74,winter,true,true,"Popular sacred temple in Amritsar with spiritual atmosphere, heritage appeal, and calm.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Golden_Temple_Amritsar_Gurudwara_%28cropped%29.jpg/1920px-Golden_Temple_Amritsar_Gurudwara_%28cropped%29.jpg
P116,Mysore Palace,Mysuru,Karnataka,palace,"palace,royal,heritage,iconic",4.8,100,2.5,12.3058,76.6494,97,winter,true,true,"Popular royal palace in Mysuru with royal architecture, royal, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Mysuru_Montage.jpg/960px-Mysuru_Montage.jpg
P117,Chamundi Hills,Mysuru,Karnataka,viewpoint,"hills,temple,viewpoint,scenic",4.6,0,2,12.3108,76.6444,86,winter,true,true,"Popular scenic viewpoint in Mysuru with hill scenery, spiritual atmosphere, and panoramic views.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Lake_Bhimtal.jpg/3840px-Lake_Bhimtal.jpg
P118,St. Philomena Cathedral,Mysuru,Karnataka,heritage,"church,heritage,architecture,quiet",4.5,0,1,12.2878,76.6514,76,winter,true,true,"Popular heritage landmark in Mysuru with church, heritage appeal, and striking architecture.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Mysuru_Montage.jpg/960px-Mysuru_Montage.jpg
P119,Devaraja Market,Mysuru,Karnataka,market,"market,flowers,shopping,local",4.4,0,1.5,12.3018,76.6304,73,winter,true,true,"Popular local market in Mysuru with local shopping, flowers, and shopping.",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Naukuchiatal_Lake.jpg/3840px-Naukuchiatal_Lake.jpg
P120,Brindavan Gardens,Mysuru,Karnataka,nature,"garden,fountains,evening,family",4.4,50,2,12.2838,76.6334,78,winter,true,true,"Popular nature retreat in Mysuru with green spaces, fountains, and evening.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1d/Governor%E2%80%99s_House%2C_Nainital%2C_Uttarakhand%2C_India.jpg/1920px-Governor%E2%80%99s_House%2C_Nainital%2C_Uttarakhand%2C_India.jpg
P121,Mall Road Shimla,Shimla,Himachal Pradesh,market,"market,walks,shopping,central",4.6,0,2,31.1148,77.1834,88,summer,true,true,"Popular local market in Shimla with local shopping, walks, and shopping.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Dal_Lake_Hazratbal_Srinagar.jpg/3840px-Dal_Lake_Hazratbal_Srinagar.jpg
P122,The Ridge,Shimla,Himachal Pradesh,viewpoint,"viewpoint,walks,heritage,photography",4.6,0,1.5,31.1198,77.1784,85,summer,true,true,"Popular scenic viewpoint in Shimla with panoramic views, walks, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/d/d6/Shalimar_Bagh_1.jpg
P123,Jakhoo Temple,Shimla,Himachal Pradesh,temple,"temple,hills,monkeys,viewpoint",4.5,0,2,31.0968,77.1854,79,summer,true,true,"Popular sacred temple in Shimla with spiritual atmosphere, hill scenery, and monkeys.",https://upload.wikimedia.org/wikipedia/commons/9/94/Nishat_Bagh.JPG
P124,Christ Church Shimla,Shimla,Himachal Pradesh,heritage,"church,heritage,architecture,landmark",4.5,0,1,31.1108,77.1644,74,summer,true,true,"Popular heritage landmark in Shimla with church, heritage appeal, and striking architecture.",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/The_Ancient_Shankaracharya_Temple_%28Srinagar%2C_Jammu_and_Kashmir%29_%28cropped%29.jpg/1920px-The_Ancient_Shankaracharya_Temple_%28Srinagar%2C_Jammu_and_Kashmir%29_%28cropped%29.jpg
P125,Kufri Viewpoint,Shimla,Himachal Pradesh,nature,"hills,scenic,day-trip,family",4.4,0,2.5,31.0928,77.1674,80,summer,true,true,"Popular nature retreat in Shimla with hill scenery, scenic, and day trip.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/HAZRATBAL_SHRINE_01.JPG/3840px-HAZRATBAL_SHRINE_01.JPG
P126,Tiger Hill,Darjeeling,West Bengal,viewpoint,"sunrise,viewpoint,himalaya,scenic",4.7,50,2.5,27.0510,88.2763,93,summer,true,true,"Popular scenic viewpoint in Darjeeling with sunrise views, panoramic views, and himalaya.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Chashme_Shahi.jpg/1280px-Chashme_Shahi.jpg
P127,Batasia Loop,Darjeeling,West Bengal,heritage,"railway,heritage,viewpoint,photography",4.6,20,1.5,27.0560,88.2713,84,summer,true,true,"Popular heritage landmark in Darjeeling with railway, heritage appeal, and panoramic views.",https://upload.wikimedia.org/wikipedia/commons/e/e0/A_view_of_Pari_Mahal_Jammu_and_Kashmir_India.jpg
P128,Peace Pagoda,Darjeeling,West Bengal,heritage,"peaceful,monument,heritage,quiet",4.5,0,1,27.0330,88.2783,75,summer,true,true,"Popular heritage landmark in Darjeeling with peaceful surroundings, monumental design, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Shikara_-_Sukhna_Lake_-_Chandigarh_2016-08-07_%28edit%29.jpg/3840px-Shikara_-_Sukhna_Lake_-_Chandigarh_2016-08-07_%28edit%29.jpg
P129,Darjeeling Mall,Darjeeling,West Bengal,market,"market,walks,cafes,shopping",4.4,0,2,27.0470,88.2573,78,summer,true,true,"Popular local market in Darjeeling with local shopping, walks, and cafes.",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Tulip_Garden_india_%28cropped%29.jpg/3840px-Tulip_Garden_india_%28cropped%29.jpg
P130,Himalayan Mountaineering Institute,Darjeeling,West Bengal,museum,"museum,mountains,history,learning",4.6,60,2,27.0290,88.2603,80,summer,true,true,"Popular cultural museum in Darjeeling with local history, mountains, and rich history.",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Nagin_Lake_%28Srinagar%29.jpg/500px-Nagin_Lake_%28Srinagar%29.jpg
P131,Promenade Beach,Puducherry,Puducherry,beach,"beach,walks,coastal,sunrise",4.5,0,1.5,11.9516,79.8183,85,winter,true,true,"Popular beach escape in Puducherry with beachfront scenery, walks, and coastal charm.",https://upload.wikimedia.org/wikipedia/commons/9/94/The_Golden_Temple_of_Amrithsar_7.jpg
P132,Sri Aurobindo Ashram,Puducherry,Puducherry,heritage,"ashram,spiritual,calm,heritage",4.6,0,1,11.9566,79.8133,82,winter,true,true,"Popular heritage landmark in Puducherry with ashram, spiritual atmosphere, and calm.",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Jallianwala_Bagh%2C_Amritsar_01.jpg/3840px-Jallianwala_Bagh%2C_Amritsar_01.jpg
P133,French Quarter,Puducherry,Puducherry,heritage,"colonial,heritage,walks,photography",4.7,0,2,11.9336,79.8203,88,winter,true,true,"Popular heritage landmark in Puducherry with colonial, heritage appeal, and walks.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/The_SAARC_Car_Rally_2007_being_welcomed_by_traditional_Drummers_at_the_Wagah_Border_on_March_28%2C_2007.jpg/1920px-The_SAARC_Car_Rally_2007_being_welcomed_by_traditional_Drummers_at_the_Wagah_Border_on_March_28%2C_2007.jpg
P134,Paradise Beach,Puducherry,Puducherry,beach,"beach,boat-ride,relaxed,scenic",4.5,150,3,11.9476,79.7993,84,winter,true,true,"Popular beach escape in Puducherry with beachfront scenery, boat ride, and relaxed.",https://upload.wikimedia.org/wikipedia/en/thumb/b/b3/Partition_museum_logo.jpg/330px-Partition_museum_logo.jpg
P135,Goubert Market,Puducherry,Puducherry,market,"market,local,shopping,food",4.2,0,1.5,11.9296,79.8023,68,winter,true,true,"Popular local market in Puducherry with local shopping, local, and shopping.",https://upload.wikimedia.org/wikipedia/commons/d/d8/Many_of_the_locals_we_had_spoken_to_were_delighted_that_the_Govt_has_sanctioned_funds_for_renovation_of_this_temple_%2838049489065%29.jpg
P136,Virupaksha Temple,Hampi,Karnataka,temple,"temple,heritage,unesco,spiritual",4.8,0,2,15.3450,76.4700,94,winter,true,true,"Popular sacred temple in Hampi with spiritual atmosphere, heritage appeal, and UNESCO heritage value.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/3840px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
P137,Vittala Temple,Hampi,Karnataka,heritage,"heritage,stone-chariot,unesco,history",4.8,40,3,15.3500,76.4650,96,winter,true,true,"Popular heritage landmark in Hampi with heritage appeal, stone chariot, and UNESCO heritage value.",https://upload.wikimedia.org/wikipedia/commons/3/37/Gobindgarh_fort%2C_Amritsar%2C_Punjab%2C_India.jpg
P138,Hemakuta Hill,Hampi,Karnataka,viewpoint,"sunrise,viewpoint,ruins,scenic",4.6,0,1.5,15.3270,76.4720,83,winter,true,true,"Popular scenic viewpoint in Hampi with sunrise views, panoramic views, and ruins.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/3840px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
P139,Hampi Bazaar,Hampi,Karnataka,market,"market,ruins,shopping,local",4.3,0,1.5,15.3410,76.4510,70,winter,true,true,"Popular local market in Hampi with local shopping, ruins, and shopping.",https://upload.wikimedia.org/wikipedia/commons/1/15/AkalTakhtGoldenTempleComplex.jpg
P140,Lotus Mahal,Hampi,Karnataka,palace,"heritage,palace,architecture,ruins",4.5,40,1.5,15.3230,76.4540,79,winter,true,true,"Popular royal palace in Hampi with heritage appeal, royal architecture, and striking architecture.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg/3840px-Wide_angle_of_Galigopuram_of_Virupaksha_Temple%2C_Hampi_%2804%29_%28cropped%29.jpg
P141,Dal Lake,Srinagar,Jammu and Kashmir,lake,"lake,shikara,scenic,iconic",4.8,0,2.5,34.0937,74.8073,98,summer,true,true,"Popular lakeside attraction in Srinagar with lake views, shikara, and scenic.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Mysore_Palace_Morning.jpg/3840px-Mysore_Palace_Morning.jpg
P142,Shalimar Bagh,Srinagar,Jammu and Kashmir,nature,"garden,mughal,heritage,walks",4.6,25,1.5,34.0987,74.8023,84,summer,true,true,"Popular nature retreat in Srinagar with green spaces, mughal, and heritage appeal.",https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/J.C.Nagar_Welcome_Board_to_Chamundi_Hills.jpg/1920px-J.C.Nagar_Welcome_Board_to_Chamundi_Hills.jpg
P143,Nishat Bagh,Srinagar,Jammu and Kashmir,nature,"garden,lake-view,mughal,family",4.6,25,1.5,34.0757,74.8093,82,summer,true,true,"Popular nature retreat in Srinagar with green spaces, lake view, and mughal.",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Brindavan_Gardens.JPG/1920px-Brindavan_Gardens.JPG
P144,Shankaracharya Temple,Srinagar,Jammu and Kashmir,temple,"temple,viewpoint,hills,spiritual",4.6,0,2,34.0897,74.7883,80,summer,true,true,"Popular sacred temple in Srinagar with spiritual atmosphere, panoramic views, and hill scenery.",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/India_-_St._Philomena%27s_Church_02.jpg/1920px-India_-_St._Philomena%27s_Church_02.jpg
P145,Pari Mahal,Srinagar,Jammu and Kashmir,viewpoint,"viewpoint,heritage,sunset,photography",4.5,0,1.5,34.0717,74.7913,76,summer,true,true,"Popular scenic viewpoint in Srinagar with panoramic views, heritage appeal, and sunset views.",https://upload.wikimedia.org/wikipedia/commons/6/63/Entrance_of_Mysore_Zoo.jpg
P146,Jaisalmer Fort,Jaisalmer,Rajasthan,fort,"fort,heritage,unesco,old-city",4.8,50,3,26.9257,70.9183,96,winter,true,true,"Popular historic fort in Jaisalmer with fort architecture, heritage appeal, and UNESCO heritage value.",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/A_view_of_Jaganmohan_Palace.jpg/3840px-A_view_of_Jaganmohan_Palace.jpg
